source,country,bias,factual_reporting,press_freedom,media_type,popularity,mbfc_credibility_rating
ecowatch.com,usa,left,mixed,mostly free,website,medium traffic,medium credibility
egbertowillies.com,usa,left,high,mostly free,website,minimal traffic,high credibility
electoral-vote.com,netherlands,left,high,mostly free,website,minimal traffic,high credibility
elitedaily.com,usa,left,mixed,mostly free,website,high traffic,medium credibility
esquire.com,usa,left,mixed,mostly free,magazine,high traffic,medium credibility
everydayfeminism.com,usa,left,mixed,mostly free,website,minimal traffic,medium credibility
evonomics.com,usa,left,high,mostly free,website,minimal traffic,high credibility
feministcurrent.com,canada,left,mixed,mostly free,website,minimal traffic,medium credibility
fifthestate.org,usa,left,high,mostly free,magazine,minimal traffic,high credibility
finnishnews.fi,finland,left,mixed,excellent,website,minimal traffic,high credibility
floridaphoenix.com,usa,left,high,mostly free,organization/foundation,minimal traffic,high credibility
foodandwaterwatch.org,usa,left,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
foreignpolicynews.org,usa,left,mixed,mostly free,website,minimal traffic,medium credibility
freepress.org,usa,far left,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
ffrf.org,usa,left,mixed,mostly free,organization/foundation,medium traffic,medium credibility
freedomnews.org.uk,united kingdom,left,high,mostly free,website,minimal traffic,high credibility
frontpagelive.com,usa,left,mixed,mostly free,website,minimal traffic,medium credibility
freespeech.org,usa,left,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
gawker.com,usa,left,mixed,mostly free,website,medium traffic,medium credibility
gaycitynews.com,usa,left,high,mostly free,newspaper,minimal traffic,high credibility
gaystarnews.com,united kingdom,left,mixed,mostly free,website,medium traffic,medium credibility
gaytimes.co.uk,united kingdom,left,high,mostly free,magazine,medium traffic,high credibility
geopoliticsalert.com,usa,left,mixed,mostly free,website,minimal traffic,medium credibility
georgiarecorder.com,usa,left,high,mostly free,organization/foundation,minimal traffic,high credibility
giffords.org,usa,left,high,mostly free,organization/foundation,medium traffic,high credibility
gizmodo.com,usa,left,high,mostly free,website,high traffic,high credibility
glaad.org,usa,left,high,mostly free,organization/foundation,medium traffic,high credibility
good.is,usa,left,high,mostly free,website,minimal traffic,high credibility
gq.com,usa,left,high,mostly free,magazine,high traffic,high credibility
bradford-delong.com,usa,left,high,mostly free,website,minimal traffic,high credibility
greenleft.org.au,australia,left,high,mostly free,website,minimal traffic,medium credibility
guardianlv.com,usa,left,mixed,mostly free,website,minimal traffic,high credibility
haaretz.com,israel,left,high,moderate freedom,newspaper,high traffic,high credibility
harpersbazaar.com,usa,left,mixed,mostly free,magazine,high traffic,high credibility
hightimes.com,usa,left,mixed,mostly free,magazine,medium traffic,medium credibility
hillreporter.com,usa,left,high,mostly free,website,medium traffic,high credibility
huffpost.com,usa,left,mixed,mostly free,website,high traffic,medium credibility
hrc.org,usa,left,high,mostly free,organization/foundation,medium traffic,high credibility
marxist.com,united kingdom,far-left,mixed,mostly free,organization/foundation,medium traffic,medium credibility
inthesetimes.com,usa,left,mixed,mostly free,organization/foundation,medium traffic,medium credibility
alligator.org,usa,left,high,mostly free,newspaper,minimal traffic,high credibility
indivisible.org,usa,left,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
inequalitymedia.org,usa,left,high,mostly free,organization/foundation,minimal traffic,high credibility
juancole.com,usa,left,mixed,mostly free,website,minimal traffic,medium credibility
ips-dc.org,usa,left,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
intpolicydigest.org,usa,left,high,mostly free,website,minimal traffic,high credibility
internationalviewpoint.org,united kingdom,far left,mixed,mostly free,magazine,minimal traffic,low credibility
iowacapitaldispatch.com,usa,left,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
jacobinmag.com,usa,left,high,mostly free,magazine,medium traffic,high credibility
jezebel.com,usa,left,high,mostly free,website,high traffic,high credibility
junkee.com,australia,left,mixed,mostly free,website,medium traffic,high credibility
kansasreflector.com,usa,left,high,mostly free,organization/foundation,minimal traffic,high credibility
laweekly.com,usa,left,mixed,mostly free,newspaper,medium traffic,medium credibility
lailluminator.com,usa,left,high,mostly free,organization/foundation,minimal traffic,high credibility
mg.co.za,south africa,left,mixed,mostly free,website,medium traffic,medium credibility
mediamatters.org,usa,left,high,mostly free,organization/foundation,medium traffic,high credibility
mediaite.com,usa,left,mixed,mostly free,website,high traffic,high credibility
meduza.io,latvia,left,high,mostly free,website,high traffic,high credibility
meidastouch.com,usa,left,mixed,mostly free,website,minimal traffic,medium credibility
michiganadvance.com,usa,left,high,mostly free,organization/foundation,minimal traffic,high credibility
milwaukeeindependent.com,usa,left,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
missouriindependent.com,usa,left,high,mostly free,organization/foundation,medium traffic,high credibility
nebraskaexaminer.com,usa,left,high,mostly free,organization/foundation,medium traffic,high credibility
newjerseymonitor.com,usa,left,high,mostly free,organization/foundation,minimal traffic,high credibility
newrepublic.com,usa,left,high,mostly free,magazine,medium traffic,high credibility
nymag.com,usa,left,high,mostly free,magazine,high traffic,high credibility
newyorker.com,usa,left,high,mostly free,magazine,high traffic,high credibility
novaramedia.com,united kingdom,far left,mixed,mostly free,organization/foundation,medium traffic,medium credibility
nowtoronto.com,canada,left,high,mostly free,magazine,medium traffic,high credibility
ohiocapitaljournal.com,usa,left,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
opensocietyfoundations.org,usa,left,mixed,mostly free,organization/foundation,medium traffic,medium credibility
orlandoweekly.com,usa,left,high,mostly free,newspaper,medium traffic,high credibility
out.com,usa,left,mixed,mostly free,magazine,medium traffic,medium credibility
palmerreport.com,usa,left,mixed,mostly free,website,medium traffic,medium credibility
penncapital-star.com,usa,left,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
pinacnews.com,usa,left,high,mostly free,website,minimal traffic,high credibility
polinews.org,usa,left,mixed,mostly free,website,medium traffic,medium credibility
politicususa.com,usa,left,high,mostly free,website,medium traffic,high credibility
popular.info,usa,left,high,mostly free,website,minimal traffic,high credibility
boldprogressives.org,usa,left,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
psyche.co,australia,left,high,mostly free,website,medium traffic,high credibility
rawstory.com,usa,left,mixed,mostly free,website,high traffic,medium credibility
therealnews.com,usa,left,high,mostly free,organization/foundation,medium traffic,high credibility
resolutesquare.com,usa,left,high,mostly free,website,minimal traffic,high credibility
rollingstone.com,usa,left,high,mostly free,magazine,high traffic,high credibility
salon.com,usa,left,mixed,mostly free,website,high traffic,medium credibility
sfbayview.com,usa,left,mixed,mostly free,website,medium traffic,medium credibility
shondaland.com,usa,left,mixed,mostly free,website,medium traffic,medium credibility
slate.com,usa,left,mixed,mostly free,website,high traffic,high credibility
readsludge.com,usa,left,high,mostly free,website,minimal traffic,high credibility
worldsocialism.org,united kingdom,left,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
southdakotasearchlight.com,usa,left,high,mostly free,organization/foundation,minimal traffic,high credibility
splcenter.org,usa,left,high,mostly free,organization/foundation,medium traffic,high credibility
riverfronttimes.com,usa,left,high,mostly free,newspaper,medium traffic,high credibility
talkingpointsmemo.com,usa,left,mixed,mostly free,website,high traffic,high credibility
tnholler.com,usa,left,high,mostly free,website,minimal traffic,high credibility
tennesseelookout.com,usa,left,high,mostly free,organization/foundation,minimal traffic,high credibility
19thnews.org,usa,left,high,mostly free,organization/foundation,medium traffic,high credibility
americanindependent.com,usa,left,mixed,mostly free,organization/foundation,medium traffic,medium credibility
prospect.org,usa,left,high,mostly free,magazine,medium traffic,high credibility
thecut.com,usa,left,mixed,mostly free,website,high traffic,high credibility
democratichub.com,usa,left,mixed,mostly free,website,minimal traffic,medium credibility
thegailygrind.com,usa,left,mixed,mostly free,website,minimal traffic,medium credibility
ghionjournal.com,usa,left,mixed,mostly free,website,minimal traffic,medium credibility
goodmenproject.com,usa,left,high,mostly free,website,medium traffic,high credibility
gravelinstitute.org,usa,far left,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
mavenroundtable.io,usa,left,mixed,mostly free,website,minimal traffic,medium credibility
levernews.com,usa,left,high,mostly free,website,minimal traffic,high credibility
thelily.com,usa,left,high,mostly free,website,medium traffic,high credibility
themilitant.com,usa,left,mixed,mostly free,newspaper,minimal traffic,medium credibility
thenarwhal.ca,canada,left,high,mostly free,organization/foundation,minimal traffic,high credibility
thenation.com,usa,left,high,mostly free,magazine,medium traffic,high credibility
palestinechronicle.com,usa,left,high,mostly free,organization/foundation,minimal traffic,high credibility
phnompenhpost.com,cambodia,left,mixed,limited freedom,newspaper,medium traffic,medium credibility
progressive.org,usa,left,mixed,mostly free,magazine,medium traffic,high credibility
theroot.com,usa,left,mixed,mostly free,website,high traffic,high credibility
thelasource.com,canada,left,mixed,mostly free,newspaper,minimal traffic,medium credibility
thestranger.com,usa,left-center,high,mostly free,newspaper,medium traffic,high credibility
texasobserver.org,usa,left,high,mostly free,magazine,minimal traffic,high credibility
villagevoice.com,usa,left,high,mostly free,newspaper,medium traffic,high credibility
voice-online.co.uk,united kingdom,left,mixed,mostly free,newspaper,medium traffic,high credibility
